,Tweets,len,ID,USER,userName,User Location,Language,Date,Source,Likes,Retweets,Geo,Coordinates,Place
862,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280278381209309184,radioheadfloyd,bluebirdsoftballcookie,"Brooklyn, New York",,2020-07-06 23:12:07,Twitter for iPad,0,894,,,
863,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280278336665600001,jephillel,Jhillel,Los Angeles Westhollywood CA,,2020-07-06 23:11:56,Twitter for Android,0,894,,,
864,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280278202309541888,anabel_jpg,ana🦦,,,2020-07-06 23:11:24,Twitter for iPhone,0,894,,,
865,"BREAKING: President of Brazil Jair Bolsonaro showing symptoms of coronavirus, test results expected tomorrow",108,1280278161440206848,needabunker,Massive WH coverup happening,"Tennessee, USA",,2020-07-06 23:11:14,Twitter for iPhone,0,16,,,
866,#Brazil President Jair Bolsonaro informed CNN on Monday that he has #virus symptoms. 38 ° C of fever and a 96% rate of oxygenation in his blood. https://t.co/4hc9u5Oala,168,1280278122810802179,ResilienceFami1,Cédric Moro,Sénégal-Malte-France,,2020-07-06 23:11:05,Twitter Web App,0,9,,,
867,"BREAKING: President of Brazil Jair Bolsonaro showing symptoms of coronavirus, test results expected tomorrow",108,1280278109984559105,BreakingNAlerts,Breaking News Global,Global,,2020-07-06 23:11:02,Twitter for iPhone,17,16,,,
868,Brazilian President Jair #Bolsonaro has symptoms of #COVID19  says CNN Brazil. Test results due Tuesday. Via @ReutersLatam,122,1280278064606347268,CornishEPCs,Nicole Solomons,Cornwall,,2020-07-06 23:10:51,Twitter for Android,0,20,,,
869,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277980795805696,Blessingyoouu,Aunty Benjen 🇹🇬,BLM,,2020-07-06 23:10:31,Twitter for Android,0,894,,,
870,"BRAZIL'S PRESIDENT BOLSONARO IS SHOWING SYMPTOMS OF CORONAVIRUS, SCHEDULED EVENTS CANCELLED -- RTRS",99,1280277923514195968,porkysdoom,☠ #ᵇˡᵐPORKYSDOOM™ ☠ 💻 #ANONPHD👨‍⚕#BLM,earth,,2020-07-06 23:10:18,Twitter Web App,0,34,,,
871,#Brazil President Jair Bolsonaro informed CNN on Monday that he has #virus symptoms. 38 ° C of fever and a 96% rate of oxygenation in his blood. https://t.co/4hc9u5Oala,168,1280277892530724865,ai6yrham,AI6YR,DM04,,2020-07-06 23:10:10,Twitter Web App,24,9,,,
872,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277850080378882,stephen02460906,stephen mcclellan,,,2020-07-06 23:10:00,Twitter Web App,0,894,,,
873,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277835010109440,EMK_MrT,EMK Λ,北海道 札幌市 中央区,,2020-07-06 23:09:56,Twitter for iPhone,0,894,,,
874,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277829775654912,marktuanstan,段宜恩,中华人民共和国 🇨🇳,,2020-07-06 23:09:55,Twitter for iPhone,0,894,,,
875,BRAZIL: President Bolsonaro says he is getting tested today for COVID after not feeling well. This will be his fourth COVID test. The results of the first three came back negative.,180,1280277826428600321,sendthemmars,一言糖🍬 My word Your candy,,,2020-07-06 23:09:54,Twitter for Android,0,13,,,
876,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277811186618368,juancho_80,juan manuel alberti,Martin Coronado Buenos Aires ,,2020-07-06 23:09:51,Twitter for Android,0,894,,,
877,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277736523792390,shaaawnn1224,Shawn Weltz,,,2020-07-06 23:09:33,Twitter for iPhone,0,894,,,
878,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277621209731074,chomsky_chrome,chrome chomsky 🅙,Living rent free in your head,,2020-07-06 23:09:05,Twitter Web App,0,894,,,
879,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277585369292800,NeverPdx,NeverSummerPDX,,,2020-07-06 23:08:57,Twitter for iPhone,0,894,,,
880,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277554763620355,Taetriss,💥LouderThan💣*⁷,,,2020-07-06 23:08:50,Twitter for Android,0,894,,,
881,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277493711278086,JohnVieira25,John Vieira,,,2020-07-06 23:08:35,Twitter for iPhone,0,894,,,
882,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277381467570176,LeafarMyung,Rafael Rodriguez,Colombia,,2020-07-06 23:08:08,Twitter for iPhone,0,894,,,
883,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277200122580992,toxenv,toxenv,,,2020-07-06 23:07:25,Twitter Web App,0,894,,,
884,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277125065396224,MidniteKiller84,💀midnitekiller84💀,Untraceable usa,,2020-07-06 23:07:07,Twitter for Android,0,894,,,
885,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277117129744385,HomuraTheBest,The Account that God has Abandoned🔞,You know where,,2020-07-06 23:07:05,Twitter for Android,0,894,,,
886,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277006412689408,bohring23,Bohring,,,2020-07-06 23:06:39,Twitter for iPhone,0,894,,,
887,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280277004126793729,apocalypsesoon_,Apocalypse Paranoid,United States,,2020-07-06 23:06:38,Twitter for Android,0,894,,,
888,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276982538760192,Duktiamat,Apollyon the Destroyer,Republic of the Philippines,,2020-07-06 23:06:33,Twitter for Android,0,894,,,
889,"#BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - Local media reports. https://t.co/ARrgP7TFEO",159,1280276918361784322,MohamoudMusee,Mohamoud Muse Othman,"Hargeisa, Somaliland",,2020-07-06 23:06:18,Twitter for Android,0,5,,,
890,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276916201807880,nitinsaini76,Nitin Saini,,,2020-07-06 23:06:17,Twitter for iPad,0,894,,,
891,"BREAKING NEWS: Brazil President Jair Bolsonaro showing symptoms of COVID-19, results from test expected by tomorrow. #Brazil #JairBolsonaro #Coronavirus",152,1280276899177082880,TheInsiderPaper,Insider Paper,,,2020-07-06 23:06:13,Twitter Web App,0,0,,,
892,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276767501103105,RodValentin2,Rod Valentin,Buenos Aires,,2020-07-06 23:05:42,Twitter Web App,0,894,,,
893,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276758479007744,LazarusLong13,Lazarus Long,,,2020-07-06 23:05:40,Twitter for Android,0,894,,,
894,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276730087903239,ptpeach,Dr. PTalbert,,,2020-07-06 23:05:33,Twitter Web App,0,894,,,
895,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276657421594630,CiremeFCB,Buraianto 🐲,"Toulouse, France",,2020-07-06 23:05:16,Twitter for iPhone,0,894,,,
896,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276492665204741,LogicalKangaroo,Dan🧢TheMan🧢,"Connecticut, USA",,2020-07-06 23:04:36,Twitter Web App,0,894,,,
897,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276491062960128,G_padam,Padam Gautam,परदेशमा बेरोजगार ।,,2020-07-06 23:04:36,Twitter for Android,0,894,,,
898,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276475573305345,chrptt,Chr Ptt,Köln,,2020-07-06 23:04:32,Twitter for Android,0,894,,,
899,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276460998144000,JVPORT1,S.O.,,,2020-07-06 23:04:29,Twitter for Android,0,894,,,
900,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276439103868936,ms_MariaB,Maria,"Virginia, USA",,2020-07-06 23:04:24,Twitter for Android,0,894,,,
901,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276392811397125,markfny,Mark Rossano,,,2020-07-06 23:04:13,Twitter for Android,0,894,,,
902,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276389241843712,delpjm,💧 delphi,,,2020-07-06 23:04:12,Twitter Web App,0,894,,,
903,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276386125578240,TorMrktBubble,Toronto Housing Market Bubble Facebook Group,,,2020-07-06 23:04:11,Twitter for Android,0,894,,,
904,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276380731584513,5NyYH,이름,,,2020-07-06 23:04:10,Twitter Web App,0,894,,,
905,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276285520924672,F_teatime78,F_teatime😷,Korea,,2020-07-06 23:03:47,Twitter Web App,0,894,,,
906,"BRAZIL'S PRESIDENT BOLSONARO IS SHOWING SYMPTOMS OF CORONAVIRUS, SCHEDULED EVENTS CANCELLED -- RTRS",99,1280276204033986560,RadSurvival,Radical Survivalism 🇺🇸,"Northern Rockies, USA",,2020-07-06 23:03:28,Twitter for Android,0,34,,,
907,President Bolsonaro of Brazil is said to be displaying symptoms of coronavirus  https://t.co/dE5LjwIpIm,103,1280276146135826432,jillsdaniel,Jills Daniel ജിൽസ് ഡാനിയേൽ,"കേരളം, Bengaluru",,2020-07-06 23:03:14,Twitter for Android,0,3,,,
908,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276087386386433,sosayu3,☝️SoSayU 🆘,"North Carolina, USA",,2020-07-06 23:03:00,Twitter for iPhone,0,894,,,
909,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276085255569410,ChiefBelief,Kate🤦🏻‍♀️,Coastal elite ;),,2020-07-06 23:02:59,Twitter for iPad,0,894,,,
910,"BREAKING: President of #Brazil Jair #Bolsonaro is showing symptoms of #coronavirus, test results expected tomorrow",114,1280276075998842880,CKPolitics23,CKPolitics,Western hemisphere,,2020-07-06 23:02:57,Twitter for iPhone,0,9,,,
911,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276025222598658,AAlJaishi,"Ahmed Al-Jaishi, Epidemiologist","London, Ontario",,2020-07-06 23:02:45,Twitter for Android,0,894,,,
912,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280276018092179456,SteveCo86062939,Steve Collins,,,2020-07-06 23:02:43,Twitter for iPhone,0,894,,,
913,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275996315451392,ImpulsiveMasha,Мария Энгстрем 🇸🇪,"Here and there, mostly there",,2020-07-06 23:02:38,Twitter Web App,0,894,,,
914,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275981438038016,KerryAnnSmith1,Kerry-Ann Smith,"South Australia, Australia",,2020-07-06 23:02:35,Twitter for iPhone,0,894,,,
915,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275955316072451,CharlesBLedford,Charles B. Ledford,"Hawthorne,FL",,2020-07-06 23:02:28,Twitter for Android,0,894,,,
916,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275922608766978,nevso,nevso,Wadawurrung Aboriginal Country,,2020-07-06 23:02:20,Twitter for iPhone,0,894,,,
917,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275912525623296,elissablake,Elissa Blake,Sydney,,2020-07-06 23:02:18,Twitter for iPhone,0,894,,,
918,"The President of Brazil, Jair Bolsonaro, has Covid-19 symptoms, temperature, test results due by noon tomorrow. per CNN https://t.co/qbK7rdIMHb",143,1280275879235670018,birdonthewire3,BirdOnTheWire3🇪🇺🕷#FBPE.,yorkshire🇪🇺,,2020-07-06 23:02:10,Twitter for iPhone,0,18,,,
919,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275868829564928,mcfslaw,Francisca Sinn,"Toronto, Canada",,2020-07-06 23:02:08,Twitter Web App,0,894,,,
920,"First, President @jairbolsonaro's racist govt submits indigenous ppls to coronavirus carried by swarms of illegal land invaders. Then, they themselves swoop in uninvited on a malicious PR stunt, putting more lives at risk.  #StopBrazilsGenocide @Survival   https://t.co/1dzhfnANGr",280,1280275851200720897,DanielLavelle4,Daniel Lavelle,"Oakland, CA",,2020-07-06 23:02:03,Twitter Web App,0,7,,,
921,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275743872823296,cryptoland13,CRYPTOLAND,"Marseille, France",,2020-07-06 23:01:38,Twitter for Android,0,894,,,
922,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275656438435848,jolieadriana,Adriana B,,,2020-07-06 23:01:17,Twitter for iPhone,0,894,,,
923,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275635118759936,MiamDesChips,MiamDesChips,,,2020-07-06 23:01:12,Twitter for Android,0,894,,,
924,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275586901069824,CKPolitics23,CKPolitics,Western hemisphere,,2020-07-06 23:01:00,Twitter for iPhone,0,894,,,
925,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275513966280706,MiguelAG131077,Miguel Alonso,,,2020-07-06 23:00:43,Twitter for Android,0,894,,,
926,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275489882546179,berbereleonard,berbere leonard,"Wattrelos, France",,2020-07-06 23:00:37,Twitter for iPhone,0,894,,,
927,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275486266933248,hsvau,Purple Sky,"Vancouver, British Columbia",,2020-07-06 23:00:36,Twitter for iPhone,0,894,,,
928,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275447939338240,wikifairy_5,JUSTICE 평등을위하여🌈,,,2020-07-06 23:00:27,Twitter Web App,0,894,,,
929,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275394264920064,amirhadiamir,Amir Hadi,"Selangor, Malaysia",,2020-07-06 23:00:15,Twitter for Android,0,894,,,
930,"The President of Brazil, Jair Bolsonaro, has Covid-19 symptoms, temperature, test results due by noon tomorrow. per CNN https://t.co/qbK7rdIMHb",143,1280275342725451776,CarolLei4,Carol Lei,,,2020-07-06 23:00:02,Twitter for iPhone,0,18,,,
931,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275277873139717,Hoosier_Charlie,Charlie 🇺🇸🏳️‍🌈,"Indianapolis, IN",,2020-07-06 22:59:47,Twitter for iPhone,0,894,,,
932,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275269358501889,CorvoSol,Corvo,,,2020-07-06 22:59:45,Twitter for Android,0,894,,,
933,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275222843850752,Fleekz_420,Fleekz420 🇬🇧 PARLER 🇬🇧,"Ipswich, England",,2020-07-06 22:59:34,Twitter for Android,0,894,,,
934,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275150991003648,nakatsu28,中津川亮,,,2020-07-06 22:59:17,Twitter for iPhone,0,894,,,
935,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275090991693825,PhenomenalPoto,Peter A. Roselle,"Florida, USA",,2020-07-06 22:59:02,Twitter for iPhone,0,894,,,
936,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275037346562051,CapLoboton,CapLobo,🇺🇸 ,,2020-07-06 22:58:49,Twitter for Android,0,894,,,
937,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275014986711050,fashionsizzle1,FASHION SIZZLE,NEW YORK,,2020-07-06 22:58:44,Twitter Web App,0,894,,,
938,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280275013300555777,Absolum_FrAGV2,Lou / Absolum FrAG #FNCWIN,Lili ♥,,2020-07-06 22:58:44,Twitter Web App,0,894,,,
939,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274953762455553,Youssenfou,Youssef from 🏚 #Zone1,Zetland,,2020-07-06 22:58:29,Twitter for iPhone,0,894,,,
940,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274935051681793,Michele06i,Miele Obi,,,2020-07-06 22:58:25,Twitter for Android,0,894,,,
941,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274928479219712,almonteveloz,A.A.V,,,2020-07-06 22:58:23,Twitter for iPhone,0,894,,,
942,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274920363220992,LuizBMF,Luiz Fernando,"Londrina, Brasil",,2020-07-06 22:58:22,Twitter for Android,0,894,,,
943,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274877539368960,esquetacabron,Marto Kaiba,PR,,2020-07-06 22:58:11,Twitter for iPhone,0,894,,,
944,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274839534809090,BouriLundahl,Bouri Lundahl,,,2020-07-06 22:58:02,Twitter for iPhone,0,894,,,
945,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274810841427968,Fallaryn,ꜱᴛacıe 📎 🧡,🇨🇦,,2020-07-06 22:57:55,Twitter for Android,0,894,,,
946,BRAZIL: President Bolsonaro says he is getting tested today for COVID after not feeling well. This will be his fourth COVID test. The results of the first three came back negative.,180,1280274761529131009,AndrewvanGeest,Andrew van Geest,Somewhere,,2020-07-06 22:57:44,Twitter Web App,0,13,,,
947,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274751043354624,animefist,JoJodeci stan account,,,2020-07-06 22:57:41,Twitter for iPhone,0,894,,,
948,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274738326233088,abuobeidakhalaf,Dr.Abuobeida,,,2020-07-06 22:57:38,Twitter for Android,0,894,,,
949,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274677303296007,hannescool,Hannes Cool,,,2020-07-06 22:57:24,Twitter for Android,0,894,,,
950,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274612098564101,shaunandelly,shaunandelly,"53.803365,-1.619035",,2020-07-06 22:57:08,Twitter Web App,0,894,,,
951,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274607728201729,axelhorns,Axel H. Horns,"Munich, Germany",,2020-07-06 22:57:07,Twitter for Android,0,894,,,
952,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274602267156480,p0liitikot,P0liitikot,,,2020-07-06 22:57:06,Twitter for Android,0,894,,,
953,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274555089629186,VilmaPerezPR,Vilma Pérez,"San Juan, PR",,2020-07-06 22:56:54,Twitter for iPhone,0,894,,,
954,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274554741538816,Witty_Maverick,Rrrr.,|| In Her Ampit│█║▌║││█,,2020-07-06 22:56:54,Twitter for iPhone,0,894,,,
955,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274512802729986,deepmultipolar,Multipolar World Order,,,2020-07-06 22:56:44,Twitter for Android,0,894,,,
956,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274498931970048,paulagent,Paul,"Victoria, British Columbia",,2020-07-06 22:56:41,Twitter Web App,0,894,,,
957,"BRAZIL'S PRESIDENT BOLSONARO IS SHOWING SYMPTOMS OF CORONAVIRUS, SCHEDULED EVENTS CANCELLED -- RTRS",99,1280274458935201792,ThisQueensPark,Queen's Park Media,London,,2020-07-06 22:56:32,Twitter Web App,0,34,,,
958,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274391310512128,jjdonkersgoed,Jeff Donkersgoed,"Cambridge, Ontario",,2020-07-06 22:56:15,Twitter Web App,0,894,,,
959,"#BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - Local media reports. https://t.co/ARrgP7TFEO",159,1280274375548243978,Abduuraxmaan,Abdirahman Dhimbil,"Nairobi, Hargeisa",,2020-07-06 22:56:12,Twitter for Android,0,5,,,
960,"BRAZIL'S PRESIDENT BOLSONARO IS SHOWING SYMPTOMS OF CORONAVIRUS, SCHEDULED EVENTS CANCELLED -- RTRS",99,1280274287086239746,EHoahell,EscapeHOAHELL,"Georgia, USA",,2020-07-06 22:55:51,Twitter Web App,0,34,,,
961,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274227057381380,kam778,kam,,,2020-07-06 22:55:36,Twitter Web App,0,894,,,
962,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274209835343872,KC7NEC,Damon Talbot,"West Valley City, UT",,2020-07-06 22:55:32,Twitter for Android,0,894,,,
963,"BRAZIL'S PRESIDENT BOLSONARO IS SHOWING SYMPTOMS OF CORONAVIRUS, SCHEDULED EVENTS CANCELLED -- RTRS",99,1280274203434815488,BrianGoodlife,Brian Goodlife 🇺🇸 BLM are AnarchoTerrorists 🔥,"Orange County, CA",,2020-07-06 22:55:31,Twitter for Android,0,34,,,
964,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274202554175489,Y_R_L15,YANKEE,,,2020-07-06 22:55:30,Twitter for iPhone,0,894,,,
965,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274180920008705,CrysCelestial,Crystal Celestial,Texas,,2020-07-06 22:55:25,Twitter Web App,0,894,,,
966,"The President of Brazil, Jair Bolsonaro, has Covid-19 symptoms, temperature, test results due by noon tomorrow. per CNN https://t.co/qbK7rdIMHb",143,1280274159881400320,BrownietheBully,PRESIDENT PELOSI RUNS THIS,Mid Atlantic,,2020-07-06 22:55:20,Twitter for iPad,0,18,,,
967,BRAZIL: President Bolsonaro says he is getting tested today for COVID after not feeling well. This will be his fourth COVID test. The results of the first three came back negative.,180,1280274133763252224,melissakchan,Melissa Chan,,,2020-07-06 22:55:14,Twitter for iPhone,0,13,,,
968,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274119804715021,newmornin,joseph k.,,,2020-07-06 22:55:11,Twitter for Android,0,894,,,
969,Bolsonaro: Burns the rainforest.  🔥 🌳 💰   Nature: https://t.co/p7DZR3yqfE,73,1280274117053333516,l_maganamus,LMaganamus,,,2020-07-06 22:55:10,Twitter for iPhone,0,0,,,
970,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280274065635160064,tamsinchan,Tam,,,2020-07-06 22:54:58,Twitter for iPad,0,894,,,
